Match_ID,Team,Shooter_Foot,Keeper_Dive,Kick_Placement,Is_Goal,Kick_Number,Shooter_Name
M-1994-44,MEX,Unknown,Unknown,-1.0,0,,Alberto García Aspe
M-1994-44,MEX,Unknown,Unknown,-1.0,0,,Marcelino Bernal
M-1994-44,MEX,Unknown,Unknown,-1.0,0,,Jorge Rodríguez
M-1994-44,MEX,Unknown,Unknown,-1.0,1,,Claudio Suárez
M-1994-44,BGR,Unknown,Unknown,-1.0,0,,Krasimir Balakov
M-1994-44,BGR,Unknown,Unknown,-1.0,1,,Boncho Genchev
M-1994-44,BGR,Unknown,Unknown,-1.0,1,,Daniel Borimirov
M-1994-44,BGR,Unknown,Unknown,-1.0,1,,Yordan Letchkov
M-1994-48,ROU,Unknown,Unknown,-1.0,1,,Florin Răducioiu
M-1994-48,ROU,Unknown,Unknown,-1.0,1,,Gheorghe Hagi
M-1994-48,ROU,Unknown,Unknown,-1.0,1,,Ioan Lupescu
M-1994-48,ROU,Unknown,Unknown,-1.0,0,,Dan Petrescu
M-1994-48,ROU,Unknown,Unknown,-1.0,1,,Ilie Dumitrescu
M-1994-48,ROU,Unknown,Unknown,-1.0,0,,Miodrag Belodedici
M-1994-48,SWE,Unknown,Unknown,-1.0,0,,Håkan Mild
M-1994-48,SWE,Unknown,Unknown,-1.0,1,,Kennet Andersson
M-1994-48,SWE,Unknown,Unknown,-1.0,1,,Tomas Brolin
M-1994-48,SWE,Unknown,Unknown,-1.0,1,,Klas Ingesson
M-1994-48,SWE,Unknown,Unknown,-1.0,1,,Roland Nilsson
M-1994-48,SWE,Unknown,Unknown,-1.0,1,,Henrik Larsson
M-1994-52,BRA,Unknown,Unknown,-1.0,0,,Márcio Santos
M-1994-52,BRA,Unknown,Unknown,-1.0,1,,not applicable Romário
M-1994-52,BRA,Unknown,Unknown,-1.0,1,,not applicable Branco
M-1994-52,BRA,Unknown,Unknown,-1.0,1,,not applicable Dunga
M-1994-52,ITA,Unknown,Unknown,-1.0,0,,Franco Baresi
M-1994-52,ITA,Unknown,Unknown,-1.0,1,,Demetrio Albertini
M-1994-52,ITA,Unknown,Unknown,-1.0,1,,Alberigo Evani
M-1994-52,ITA,Unknown,Unknown,-1.0,0,,Daniele Massaro
M-1994-52,ITA,Unknown,Unknown,-1.0,0,,Roberto Baggio
M-1995-22,SWE,Unknown,Unknown,-1.0,0,,Malin Andersson
M-1995-22,SWE,Unknown,Unknown,-1.0,1,,Lena Videkull
M-1995-22,SWE,Unknown,Unknown,-1.0,1,,Anna Pohjanen
M-1995-22,SWE,Unknown,Unknown,-1.0,1,,Pia Sundhage
M-1995-22,SWE,Unknown,Unknown,-1.0,0,,Annika Nessvold
M-1995-22,CHN,Unknown,Unknown,-1.0,1,,Wen Sun
M-1995-22,CHN,Unknown,Unknown,-1.0,1,,Huilin Xie
M-1995-22,CHN,Unknown,Unknown,-1.0,1,,Yufeng Chen
M-1995-22,CHN,Unknown,Unknown,-1.0,1,,Qingxia Shui
M-1995-22,CHN,Unknown,Unknown,-1.0,0,,Ailing Liu
M-1998-56,ARG,Unknown,Unknown,-1.0,1,,Sergio Berti
M-1998-56,ARG,Unknown,Unknown,-1.0,0,,Hernán Crespo
M-1998-56,ARG,Unknown,Unknown,-1.0,1,,Juan Sebastián Verón
M-1998-56,ARG,Unknown,Unknown,-1.0,1,,Marcelo Gallardo
M-1998-56,ARG,Unknown,Unknown,-1.0,1,,Roberto Ayala
M-1998-56,ENG,Unknown,Unknown,-1.0,1,,Alan Shearer
M-1998-56,ENG,Unknown,Unknown,-1.0,0,,Paul Ince
M-1998-56,ENG,Unknown,Unknown,-1.0,1,,Paul Merson
M-1998-56,ENG,Unknown,Unknown,-1.0,1,,Michael Owen
M-1998-56,ENG,Unknown,Unknown,-1.0,0,,David Batty
M-1998-57,ITA,Unknown,Unknown,-1.0,1,,Roberto Baggio
M-1998-57,ITA,Unknown,Unknown,-1.0,0,,Demetrio Albertini
M-1998-57,ITA,Unknown,Unknown,-1.0,1,,Alessandro Costacurta
M-1998-57,ITA,Unknown,Unknown,-1.0,1,,Christian Vieri
M-1998-57,ITA,Unknown,Unknown,-1.0,0,,Luigi Di Biagio
M-1998-57,FRA,Unknown,Unknown,-1.0,1,,Zinedine Zidane
M-1998-57,FRA,Unknown,Unknown,-1.0,0,,Bixente Lizarazu
M-1998-57,FRA,Unknown,Unknown,-1.0,1,,David Trezeguet
M-1998-57,FRA,Unknown,Unknown,-1.0,1,,Thierry Henry
M-1998-57,FRA,Unknown,Unknown,-1.0,1,,Laurent Blanc
M-1998-61,BRA,Unknown,Unknown,-1.0,1,,not applicable Ronaldo
M-1998-61,BRA,Unknown,Unknown,-1.0,1,,not applicable Rivaldo
M-1998-61,BRA,Unknown,Unknown,-1.0,1,,not applicable Emerson
M-1998-61,BRA,Unknown,Unknown,-1.0,1,,not applicable Dunga
M-1998-61,NLD,Unknown,Unknown,-1.0,1,,Frank de Boer
M-1998-61,NLD,Unknown,Unknown,-1.0,1,,Dennis Bergkamp
M-1998-61,NLD,Unknown,Unknown,-1.0,0,,Phillip Cocu
M-1998-61,NLD,Unknown,Unknown,-1.0,0,,Ronald de Boer
M-1999-31,BRA,Unknown,Unknown,-1.0,0,,not applicable Pretinha
M-1999-31,BRA,Unknown,Unknown,-1.0,1,,not applicable Cidinha
M-1999-31,BRA,Unknown,Unknown,-1.0,1,,not applicable Kátia
M-1999-31,BRA,Unknown,Unknown,-1.0,1,,not applicable Maycon
M-1999-31,BRA,Unknown,Unknown,-1.0,1,,not applicable Nenê
M-1999-31,BRA,Unknown,Unknown,-1.0,1,,not applicable Formiga
M-1999-31,NOR,Unknown,Unknown,-1.0,1,,Hege Riise
M-1999-31,NOR,Unknown,Unknown,-1.0,1,,Marianne Pettersen
M-1999-31,NOR,Unknown,Unknown,-1.0,0,,Silje Jørgensen
M-1999-31,NOR,Unknown,Unknown,-1.0,1,,Brit Sandaune
M-1999-31,NOR,Unknown,Unknown,-1.0,1,,Solveig Gulbrandsen
M-1999-31,NOR,Unknown,Unknown,-1.0,0,,Ann Kristin Aarønes
M-1999-32,USA,Unknown,Unknown,-1.0,1,,Carla Overbeck
M-1999-32,USA,Unknown,Unknown,-1.0,1,,Joy Fawcett
M-1999-32,USA,Unknown,Unknown,-1.0,1,,Kristine Lilly
M-1999-32,USA,Unknown,Unknown,-1.0,1,,Mia Hamm
M-1999-32,USA,Unknown,Unknown,-1.0,1,,Brandi Chastain
M-1999-32,CHN,Unknown,Unknown,-1.0,1,,Huilin Xie
M-1999-32,CHN,Unknown,Unknown,-1.0,1,,Haiyan Qiu
M-1999-32,CHN,Unknown,Unknown,-1.0,0,,Ying Liu
M-1999-32,CHN,Unknown,Unknown,-1.0,1,,Ouying Zhang
M-1999-32,CHN,Unknown,Unknown,-1.0,1,,Wen Sun
M-2002-52,ESP,Unknown,Unknown,-1.0,1,,Fernando Hierro
M-2002-52,ESP,Unknown,Unknown,-1.0,1,,Rubén Baraja
M-2002-52,ESP,Unknown,Unknown,-1.0,0,,not applicable Juanfran
M-2002-52,ESP,Unknown,Unknown,-1.0,0,,Juan Carlos Valerón
M-2002-52,ESP,Unknown,Unknown,-1.0,1,,Gaizka Mendieta
M-2002-52,IRL,Unknown,Unknown,-1.0,1,,Robbie Keane
M-2002-52,IRL,Unknown,Unknown,-1.0,0,,Matt Holland
M-2002-52,IRL,Unknown,Unknown,-1.0,0,,David Connolly
M-2002-52,IRL,Unknown,Unknown,-1.0,0,,Kevin Kilbane
M-2002-52,IRL,Unknown,Unknown,-1.0,1,,Steve Finnan
M-2002-59,ESP,Unknown,Unknown,-1.0,1,,Fernando Hierro
M-2002-59,ESP,Unknown,Unknown,-1.0,1,,Rubén Baraja
M-2002-59,ESP,Unknown,Unknown,-1.0,1,,not applicable Xavi
M-2002-59,ESP,Unknown,Unknown,-1.0,0,,not applicable Joaquín
M-2002-59,KOR,Unknown,Unknown,-1.0,1,,Sun-hong Hwang
M-2002-59,KOR,Unknown,Unknown,-1.0,1,,Ji-sung Park
M-2002-59,KOR,Unknown,Unknown,-1.0,1,,Ki-hyeon Seol
M-2002-59,KOR,Unknown,Unknown,-1.0,1,,Jung-hwan Ahn
M-2002-59,KOR,Unknown,Unknown,-1.0,1,,Myung-bo Hong
M-2006-54,CHE,Unknown,Unknown,-1.0,0,,Marco Streller
M-2006-54,CHE,Unknown,Unknown,-1.0,0,,Tranquillo Barnetta
M-2006-54,CHE,Unknown,Unknown,-1.0,0,,Ricardo Cabanas
M-2006-54,UKR,Unknown,Unknown,-1.0,0,,Andriy Shevchenko
M-2006-54,UKR,Unknown,Unknown,-1.0,1,,Artem Milevskyi
M-2006-54,UKR,Unknown,Unknown,-1.0,1,,Serhii Rebrov
M-2006-54,UKR,Unknown,Unknown,-1.0,1,,Oleh Husyev
M-2006-57,DEU,Unknown,Unknown,-1.0,1,,Oliver Neuville
M-2006-57,DEU,Unknown,Unknown,-1.0,1,,Michael Ballack
M-2006-57,DEU,Unknown,Unknown,-1.0,1,,Lukas Podolski
M-2006-57,DEU,Unknown,Unknown,-1.0,1,,Tim Borowski
M-2006-57,ARG,Unknown,Unknown,-1.0,1,,Julio Cruz
M-2006-57,ARG,Unknown,Unknown,-1.0,0,,Roberto Ayala
M-2006-57,ARG,Unknown,Unknown,-1.0,1,,Maxi Rodríguez
M-2006-57,ARG,Unknown,Unknown,-1.0,0,,Esteban Cambiasso
M-2006-59,ENG,Unknown,Unknown,-1.0,0,,Frank Lampard
M-2006-59,ENG,Unknown,Unknown,-1.0,1,,Owen Hargreaves
M-2006-59,ENG,Unknown,Unknown,-1.0,0,,Steven Gerrard
M-2006-59,ENG,Unknown,Unknown,-1.0,0,,Jamie Carragher
M-2006-59,PRT,Unknown,Unknown,-1.0,1,,not applicable Simão
M-2006-59,PRT,Unknown,Unknown,-1.0,0,,Hugo Viana
M-2006-59,PRT,Unknown,Unknown,-1.0,0,,not applicable Petit
M-2006-59,PRT,Unknown,Unknown,-1.0,1,,Hélder Postiga
M-2006-59,PRT,Unknown,Unknown,-1.0,1,,Cristiano Ronaldo
M-2006-64,ITA,Unknown,Unknown,-1.0,1,,Andrea Pirlo
M-2006-64,ITA,Unknown,Unknown,-1.0,1,,Marco Materazzi
M-2006-64,ITA,Unknown,Unknown,-1.0,1,,Daniele De Rossi
M-2006-64,ITA,Unknown,Unknown,-1.0,1,,Alessandro Del Piero
M-2006-64,ITA,Unknown,Unknown,-1.0,1,,Fabio Grosso
M-2006-64,FRA,Unknown,Unknown,-1.0,1,,Sylvain Wiltord
M-2006-64,FRA,Unknown,Unknown,-1.0,0,,David Trezeguet
M-2006-64,FRA,Unknown,Unknown,-1.0,1,,Eric Abidal
M-2006-64,FRA,Unknown,Unknown,-1.0,1,,Willy Sagnol
M-2010-55,PRY,Unknown,Unknown,-1.0,1,,Édgar Barreto
M-2010-55,PRY,Unknown,Unknown,-1.0,1,,Lucas Barrios
M-2010-55,PRY,Unknown,Unknown,-1.0,1,,Cristian Riveros
M-2010-55,PRY,Unknown,Unknown,-1.0,1,,Nelson Valdez
M-2010-55,PRY,Unknown,Unknown,-1.0,1,,Óscar Cardozo
M-2010-55,JPN,Unknown,Unknown,-1.0,1,,Yasuhito Endō
M-2010-55,JPN,Unknown,Unknown,-1.0,1,,Makoto Hasebe
M-2010-55,JPN,Unknown,Unknown,-1.0,0,,Yūichi Komano
M-2010-55,JPN,Unknown,Unknown,-1.0,1,,Keisuke Honda
M-2010-58,URY,Unknown,Unknown,-1.0,1,,Diego Forlán
M-2010-58,URY,Unknown,Unknown,-1.0,1,,Mauricio Victorino
M-2010-58,URY,Unknown,Unknown,-1.0,1,,Andrés Scotti
M-2010-58,URY,Unknown,Unknown,-1.0,0,,Maxi Pereira
M-2010-58,URY,Unknown,Unknown,-1.0,1,,Sebastián Abreu
M-2010-58,GHA,Unknown,Unknown,-1.0,1,,Asamoah Gyan
M-2010-58,GHA,Unknown,Unknown,-1.0,1,,Stephen Appiah
M-2010-58,GHA,Unknown,Unknown,-1.0,0,,John Mensah
M-2010-58,GHA,Unknown,Unknown,-1.0,0,,Dominic Adiyiah
M-2011-25,ENG,Unknown,Unknown,-1.0,1,,Kelly Smith
M-2011-25,ENG,Unknown,Unknown,-1.0,1,,Karen Carney
M-2011-25,ENG,Unknown,Unknown,-1.0,1,,Casey Stoney
M-2011-25,ENG,Unknown,Unknown,-1.0,0,,Claire Rafferty
M-2011-25,ENG,Unknown,Unknown,-1.0,0,,Faye White
M-2011-25,FRA,Unknown,Unknown,-1.0,0,,Camille Abily
M-2011-25,FRA,Unknown,Unknown,-1.0,1,,Élise Bussaglia
M-2011-25,FRA,Unknown,Unknown,-1.0,1,,Gaëtane Thiney
M-2011-25,FRA,Unknown,Unknown,-1.0,1,,Sonia Bompastor
M-2011-25,FRA,Unknown,Unknown,-1.0,1,,Eugénie Le Sommer
M-2011-28,BRA,Unknown,Unknown,-1.0,1,,not applicable Cristiane
M-2011-28,BRA,Unknown,Unknown,-1.0,1,,not applicable Marta
M-2011-28,BRA,Unknown,Unknown,-1.0,0,,not applicable Daiane
M-2011-28,BRA,Unknown,Unknown,-1.0,1,,not applicable Francielle
M-2011-28,USA,Unknown,Unknown,-1.0,1,,Shannon Boxx
M-2011-28,USA,Unknown,Unknown,-1.0,1,,Carli Lloyd
M-2011-28,USA,Unknown,Unknown,-1.0,1,,Abby Wambach
M-2011-28,USA,Unknown,Unknown,-1.0,1,,Megan Rapinoe
M-2011-28,USA,Unknown,Unknown,-1.0,1,,Ali Krieger
M-2011-32,JPN,Unknown,Unknown,-1.0,1,,Aya Miyama
M-2011-32,JPN,Unknown,Unknown,-1.0,0,,Yūki Ōgimi
M-2011-32,JPN,Unknown,Unknown,-1.0,1,,Mizuho Sakaguchi
M-2011-32,JPN,Unknown,Unknown,-1.0,1,,Saki Kumagai
M-2011-32,USA,Unknown,Unknown,-1.0,0,,Shannon Boxx
M-2011-32,USA,Unknown,Unknown,-1.0,0,,Carli Lloyd
M-2011-32,USA,Unknown,Unknown,-1.0,0,,Tobin Heath
M-2011-32,USA,Unknown,Unknown,-1.0,1,,Abby Wambach
M-2014-49,BRA,Unknown,Unknown,-1.0,1,,David Luiz
M-2014-49,BRA,Unknown,Unknown,-1.0,0,,not applicable Willian
M-2014-49,BRA,Unknown,Unknown,-1.0,1,,not applicable Marcelo
M-2014-49,BRA,Unknown,Unknown,-1.0,0,,not applicable Hulk
M-2014-49,BRA,Unknown,Unknown,-1.0,1,,not applicable Neymar
M-2014-49,CHL,Unknown,Unknown,-1.0,0,,Mauricio Pinilla
M-2014-49,CHL,Unknown,Unknown,-1.0,0,,Alexis Sánchez
M-2014-49,CHL,Unknown,Unknown,-1.0,1,,Charles Aránguiz
M-2014-49,CHL,Unknown,Unknown,-1.0,1,,Marcelo Díaz
M-2014-49,CHL,Unknown,Unknown,-1.0,0,,Gonzalo Jara
M-2014-52,CRI,Unknown,Unknown,-1.0,1,,Celso Borges
M-2014-52,CRI,Unknown,Unknown,-1.0,1,,Bryan Ruiz
M-2014-52,CRI,Unknown,Unknown,-1.0,1,,Giancarlo González
M-2014-52,CRI,Unknown,Unknown,-1.0,1,,Joel Campbell
M-2014-52,CRI,Unknown,Unknown,-1.0,1,,Michael Umaña
M-2014-52,GRC,Unknown,Unknown,-1.0,1,,Kostas Mitroglou
M-2014-52,GRC,Unknown,Unknown,-1.0,1,,Lazaros Christodoulopoulos
M-2014-52,GRC,Unknown,Unknown,-1.0,1,,José Holebas
M-2014-52,GRC,Unknown,Unknown,-1.0,0,,Theofanis Gekas
M-2014-60,NLD,Unknown,Unknown,-1.0,1,,Robin van Persie
M-2014-60,NLD,Unknown,Unknown,-1.0,1,,Arjen Robben
M-2014-60,NLD,Unknown,Unknown,-1.0,1,,Wesley Sneijder
M-2014-60,NLD,Unknown,Unknown,-1.0,1,,Dirk Kuyt
M-2014-60,CRI,Unknown,Unknown,-1.0,1,,Celso Borges
M-2014-60,CRI,Unknown,Unknown,-1.0,0,,Bryan Ruiz
M-2014-60,CRI,Unknown,Unknown,-1.0,1,,Giancarlo González
M-2014-60,CRI,Unknown,Unknown,-1.0,1,,Christian Bolaños
M-2014-60,CRI,Unknown,Unknown,-1.0,0,,Michael Umaña
M-2014-62,NLD,Unknown,Unknown,-1.0,0,,Ron Vlaar
M-2014-62,NLD,Unknown,Unknown,-1.0,1,,Arjen Robben
M-2014-62,NLD,Unknown,Unknown,-1.0,0,,Wesley Sneijder
M-2014-62,NLD,Unknown,Unknown,-1.0,1,,Dirk Kuyt
M-2014-62,ARG,Unknown,Unknown,-1.0,1,,Lionel Messi
M-2014-62,ARG,Unknown,Unknown,-1.0,1,,Ezequiel Garay
M-2014-62,ARG,Unknown,Unknown,-1.0,1,,Sergio Agüero
M-2014-62,ARG,Unknown,Unknown,-1.0,1,,Maxi Rodríguez
M-2015-45,DEU,Unknown,Unknown,-1.0,1,,Melanie Behringer
M-2015-45,DEU,Unknown,Unknown,-1.0,1,,Simone Laudehr
M-2015-45,DEU,Unknown,Unknown,-1.0,1,,Babett Peter
M-2015-45,DEU,Unknown,Unknown,-1.0,1,,Dzsenifer Marozsán
M-2015-45,DEU,Unknown,Unknown,-1.0,1,,Célia Šašić
M-2015-45,FRA,Unknown,Unknown,-1.0,1,,Gaëtane Thiney
M-2015-45,FRA,Unknown,Unknown,-1.0,1,,Camille Abily
M-2015-45,FRA,Unknown,Unknown,-1.0,1,,Louisa Nécib
M-2015-45,FRA,Unknown,Unknown,-1.0,1,,Wendie Renard
M-2015-45,FRA,Unknown,Unknown,-1.0,0,,Claire Lavogez
M-2018-51,ESP,Unknown,Unknown,-1.0,1,,Andrés Iniesta
M-2018-51,ESP,Unknown,Unknown,-1.0,1,,Gerard Piqué
M-2018-51,ESP,Unknown,Unknown,-1.0,0,,not applicable Koke
M-2018-51,ESP,Unknown,Unknown,-1.0,1,,Sergio Ramos
M-2018-51,ESP,Unknown,Unknown,-1.0,0,,Iago Aspas
M-2018-51,RUS,Unknown,Unknown,-1.0,1,,Fyodor Smolov
M-2018-51,RUS,Unknown,Unknown,-1.0,1,,Sergei Ignashevich
M-2018-51,RUS,Unknown,Unknown,-1.0,1,,Aleksandr Golovin
M-2018-51,RUS,Unknown,Unknown,-1.0,1,,Denis Cheryshev
M-2018-52,HRV,Unknown,Unknown,-1.0,0,,Milan Badelj
M-2018-52,HRV,Unknown,Unknown,-1.0,1,,Andrej Kramarić
M-2018-52,HRV,Unknown,Unknown,-1.0,1,,Luka Modrić
M-2018-52,HRV,Unknown,Unknown,-1.0,0,,Josip Pivarić
M-2018-52,HRV,Unknown,Unknown,-1.0,1,,Ivan Rakitić
M-2018-52,DNK,Unknown,Unknown,-1.0,0,,Christian Eriksen
M-2018-52,DNK,Unknown,Unknown,-1.0,1,,Simon Kjær
M-2018-52,DNK,Unknown,Unknown,-1.0,1,,Michael Krohn-Dehli
M-2018-52,DNK,Unknown,Unknown,-1.0,0,,Lasse Schöne
M-2018-52,DNK,Unknown,Unknown,-1.0,0,,Nicolai Jørgensen
M-2018-56,COL,Unknown,Unknown,-1.0,1,,Radamel Falcao
M-2018-56,COL,Unknown,Unknown,-1.0,1,,Juan Cuadrado
M-2018-56,COL,Unknown,Unknown,-1.0,1,,Luis Muriel
M-2018-56,COL,Unknown,Unknown,-1.0,0,,Mateus Uribe
M-2018-56,COL,Unknown,Unknown,-1.0,0,,Carlos Bacca
M-2018-56,ENG,Unknown,Unknown,-1.0,1,,Harry Kane
M-2018-56,ENG,Unknown,Unknown,-1.0,1,,Marcus Rashford
M-2018-56,ENG,Unknown,Unknown,-1.0,0,,Jordan Henderson
M-2018-56,ENG,Unknown,Unknown,-1.0,1,,Kieran Trippier
M-2018-56,ENG,Unknown,Unknown,-1.0,1,,Eric Dier
M-2018-60,RUS,Unknown,Unknown,-1.0,0,,Fyodor Smolov
M-2018-60,RUS,Unknown,Unknown,-1.0,1,,Alan Dzagoev
M-2018-60,RUS,Unknown,Unknown,-1.0,0,,Mário Fernandes
M-2018-60,RUS,Unknown,Unknown,-1.0,1,,Sergei Ignashevich
M-2018-60,RUS,Unknown,Unknown,-1.0,1,,Daler Kuzyayev
M-2018-60,HRV,Unknown,Unknown,-1.0,1,,Marcelo Brozović
M-2018-60,HRV,Unknown,Unknown,-1.0,0,,Mateo Kovačić
M-2018-60,HRV,Unknown,Unknown,-1.0,1,,Luka Modrić
M-2018-60,HRV,Unknown,Unknown,-1.0,1,,Domagoj Vida
M-2018-60,HRV,Unknown,Unknown,-1.0,1,,Ivan Rakitić
M-2019-38,NOR,Unknown,Unknown,-1.0,1,,Caroline Graham Hansen
M-2019-38,NOR,Unknown,Unknown,-1.0,1,,Guro Reiten
M-2019-38,NOR,Unknown,Unknown,-1.0,1,,Maren Mjelde
M-2019-38,NOR,Unknown,Unknown,-1.0,1,,Ingrid Syrstad Engen
M-2019-38,AUS,Unknown,Unknown,-1.0,0,,Sam Kerr
M-2019-38,AUS,Unknown,Unknown,-1.0,0,,Emily Gielnik
M-2019-38,AUS,Unknown,Unknown,-1.0,1,,Steph Catley
M-2022-53,JPN,Unknown,Unknown,-1.0,0,,Takumi Minamino
M-2022-53,JPN,Unknown,Unknown,-1.0,0,,Kaoru Mitoma
M-2022-53,JPN,Unknown,Unknown,-1.0,1,,Takuma Asano
M-2022-53,JPN,Unknown,Unknown,-1.0,0,,Maya Yoshida
M-2022-53,HRV,Unknown,Unknown,-1.0,1,,Nikola Vlašić
M-2022-53,HRV,Unknown,Unknown,-1.0,1,,Marcelo Brozović
M-2022-53,HRV,Unknown,Unknown,-1.0,0,,Marko Livaja
M-2022-53,HRV,Unknown,Unknown,-1.0,1,,Mario Pašalić
M-2022-55,MAR,Unknown,Unknown,-1.0,1,,Abdelhamid Sabiri
M-2022-55,MAR,Unknown,Unknown,-1.0,1,,Hakim Ziyech
M-2022-55,MAR,Unknown,Unknown,-1.0,0,,Badr Benoun
M-2022-55,MAR,Unknown,Unknown,-1.0,1,,Achraf Hakimi
M-2022-55,ESP,Unknown,Unknown,-1.0,0,,Pablo Sarabia
M-2022-55,ESP,Unknown,Unknown,-1.0,0,,Carlos Soler
M-2022-55,ESP,Unknown,Unknown,-1.0,0,,Sergio Busquets
M-2022-57,HRV,Unknown,Unknown,-1.0,1,,Nikola Vlašić
M-2022-57,HRV,Unknown,Unknown,-1.0,1,,Lovro Majer
M-2022-57,HRV,Unknown,Unknown,-1.0,1,,Luka Modrić
M-2022-57,HRV,Unknown,Unknown,-1.0,1,,Mislav Oršić
M-2022-57,BRA,Unknown,Unknown,-1.0,0,,not applicable Rodrygo
M-2022-57,BRA,Unknown,Unknown,-1.0,1,,not applicable Casemiro
M-2022-57,BRA,Unknown,Unknown,-1.0,1,,not applicable Pedro
M-2022-57,BRA,Unknown,Unknown,-1.0,0,,not applicable Marquinhos
M-2022-58,NLD,Unknown,Unknown,-1.0,0,,Virgil van Dijk
M-2022-58,NLD,Unknown,Unknown,-1.0,0,,Steven Berghuis
M-2022-58,NLD,Unknown,Unknown,-1.0,1,,Teun Koopmeiners
M-2022-58,NLD,Unknown,Unknown,-1.0,1,,Wout Weghorst
M-2022-58,NLD,Unknown,Unknown,-1.0,1,,Luuk de Jong
M-2022-58,ARG,Unknown,Unknown,-1.0,1,,Lionel Messi
M-2022-58,ARG,Unknown,Unknown,-1.0,1,,Leandro Paredes
M-2022-58,ARG,Unknown,Unknown,-1.0,1,,Gonzalo Montiel
M-2022-58,ARG,Unknown,Unknown,-1.0,0,,Enzo Fernández
M-2022-58,ARG,Unknown,Unknown,-1.0,1,,Lautaro Martínez
M-2022-64,ARG,Unknown,Unknown,-1.0,1,,Lionel Messi
M-2022-64,ARG,Unknown,Unknown,-1.0,1,,Paulo Dybala
M-2022-64,ARG,Unknown,Unknown,-1.0,1,,Leandro Paredes
M-2022-64,ARG,Unknown,Unknown,-1.0,1,,Gonzalo Montiel
M-2022-64,FRA,Unknown,Unknown,-1.0,1,,Kylian Mbappé
M-2022-64,FRA,Unknown,Unknown,-1.0,0,,Kingsley Coman
M-2022-64,FRA,Unknown,Unknown,-1.0,0,,Aurélien Tchouaméni
M-2022-64,FRA,Unknown,Unknown,-1.0,1,,Randal Kolo Muani
